VTDID,Enacted,Plan1,Plan2,Plan3,Plan4,Plan5,Plan6
270990020,1,6,7,4,6,0,6
270990025,1,6,7,4,6,0,6
270990030,1,6,7,4,6,0,6
270990035,1,6,7,4,6,0,6
270990050,1,6,7,4,6,0,6
270990055,1,6,7,4,6,0,6
270990070,1,6,7,4,6,0,6
270990075,1,6,7,4,6,0,6
270990080,1,6,7,4,6,0,6
270990085,1,6,7,4,6,0,6
270990090,1,6,7,4,6,0,6
270990095,1,6,7,4,6,0,6
270990100,1,6,7,4,6,0,6
270990105,1,6,7,4,6,0,6
270990110,1,6,7,4,6,0,6
270990115,1,6,7,4,6,0,6
270990120,1,6,7,4,6,0,6
270990125,1,6,7,4,6,0,6
270990130,1,6,7,4,6,0,6
270990135,1,6,7,4,6,0,6
270990140,1,6,7,4,6,0,6
270990145,1,6,7,4,6,0,6
270990150,1,6,7,4,6,0,6
270990155,1,6,7,4,6,0,6
270990160,1,6,7,4,6,0,6
270990165,1,6,7,4,6,0,6
270990170,1,6,7,4,6,0,6
270990175,1,6,7,4,6,0,6
270990180,1,6,7,4,6,0,6
270990185,1,6,7,4,6,0,6
270990190,1,6,7,4,6,0,6
270990195,1,6,7,4,6,0,6
270990200,1,6,7,4,6,0,6
270990205,1,6,7,4,6,0,6
270990210,1,6,7,4,6,0,6
270990215,1,6,7,4,6,0,6
270990220,1,6,7,4,6,0,6
271010005,7,5,7,3,6,0,6
271010010,7,5,7,3,6,0,6
271010015,7,5,7,3,6,0,6
271010020,7,5,7,3,6,0,4
271010025,7,5,7,3,6,0,6
271010030,7,5,7,3,6,0,6
271010035,7,5,7,3,6,0,6
271010040,7,5,7,3,6,0,6
271010045,7,5,7,3,6,0,4
271010046,7,5,7,3,6,0,4
271010050,7,5,7,3,6,0,4
271010055,7,5,7,3,6,0,6
271010060,7,5,7,3,6,0,6
271010065,7,5,7,3,6,0,6
271010070,7,5,7,3,6,0,4
271010075,7,5,7,3,6,0,6
271010080,7,5,7,3,6,0,6
271010085,7,5,7,3,6,0,6
271010090,7,5,7,3,6,0,6
271010095,7,5,7,3,6,0,6
271010100,7,5,7,3,6,0,6
271010105,7,5,7,3,6,0,6
271010110,7,5,7,3,6,0,6
271010115,7,5,7,3,6,0,6
271010120,7,5,7,3,6,0,6
271010125,7,5,7,3,6,0,6
271010130,7,5,7,3,6,0,6
271010135,7,5,7,3,6,0,6
271010140,7,5,7,3,6,0,6
271030005,1,5,5,4,5,0,6
271030010,1,5,5,4,5,1,6
271030015,1,5,5,4,5,0,6
271030020,1,5,5,4,5,0,6
271030025,1,5,5,4,5,0,6
271030030,1,5,5,4,5,0,6
271030035,1,5,5,4,5,1,6
271030040,1,5,5,4,5,1,6
271030045,1,5,5,4,5,1,6
271030050,1,5,5,4,5,0,6
271030055,1,5,5,4,5,1,6
271030060,1,5,5,4,5,0,6
271030065,1,5,5,4,5,0,6
271030070,1,5,5,4,5,0,6
271030075,1,5,5,4,5,0,6
271030080,1,5,5,4,5,0,6
271030085,1,5,5,4,5,0,6
271030090,1,5,5,4,5,0,6
271030095,1,5,5,4,5,0,6
271030100,1,5,5,4,5,0,6
271030110,1,5,5,4,5,0,6
271030115,1,5,5,4,5,1,4
271030120,1,5,5,4,5,0,6
271030125,1,5,5,4,5,0,6
271030130,1,5,5,4,5,0,6
271030135,1,5,5,4,5,0,6
271030140,1,5,5,4,5,0,6
271030145,1,5,5,4,5,1,4
271050005,1,5,7,3,6,0,6
271050010,1,5,7,3,6,0,6
271050015,1,5,7,3,6,0,6
271050020,1,5,7,3,6,0,6
271050025,1,5,7,3,6,0,6
271050030,1,5,7,3,6,0,6
271050035,1,5,7,3,6,0,6
271050040,1,5,7,3,6,0,6
271050045,1,5,7,3,6,0,6
271050050,1,5,7,3,6,0,6
271050055,1,5,7,3,6,0,6
271050060,1,5,7,3,6,0,6
271050065,1,5,7,3,6,0,6
271050070,1,5,7,3,6,0,6
271050075,1,5,7,3,6,0,6
271050080,1,5,7,3,6,0,6
271050085,1,5,7,3,6,0,6
271050090,1,5,7,3,6,0,6
271050095,1,5,7,3,6,0,6
271050100,1,5,7,3,6,0,6
271050105,1,5,7,3,6,0,6
271050110,1,5,7,3,6,0,6
271050115,1,5,7,3,6,0,6
271050120,1,5,7,3,6,0,6
271050125,1,5,7,3,6,0,6
271050130,1,5,7,3,6,0,6
271050135,1,5,7,3,6,0,6
271050140,1,5,7,3,6,0,6
271050145,1,5,7,3,6,0,6
271050150,1,5,7,3,6,0,6
271050155,1,5,7,3,6,0,6
271050160,1,5,7,3,6,0,6
271050165,1,5,7,3,6,0,6
271050166,1,5,7,3,6,0,6
271050170,1,5,7,3,6,0,6
271050175,1,5,7,3,6,0,6
271050180,1,5,7,3,6,0,6
271050185,1,5,7,3,6,0,6
271050186,1,5,7,3,6,0,6
271050190,1,5,7,3,6,0,6
271070005,7,4,3,3,5,4,1
271070010,7,4,3,3,5,4,1
271070015,7,4,3,3,5,4,1
271070020,7,4,3,3,5,4,1
271070025,7,4,3,3,5,4,4
271070030,7,4,3,3,5,4,4
271070035,7,4,3,3,5,4,1
271070040,7,4,3,3,5,4,1
271070045,7,4,3,3,5,4,1
271070050,7,4,3,3,5,4,1
271070055,7,4,3,3,5,4,1
271070060,7,4,3,3,5,4,1
271070065,7,4,3,3,5,4,1
271070070,7,4,3,3,5,4,1
271070075,7,4,3,3,5,4,1
271070080,7,4,3,3,5,4,4
271070085,7,4,3,3,5,4,1
271070090,7,4,3,3,5,4,1
271070095,7,4,3,3,5,4,1
271070100,7,4,3,3,5,4,1
271070105,7,4,3,3,5,4,1
271070110,7,4,3,3,5,4,1
271070115,7,4,3,3,5,4,1
271070120,7,4,3,3,5,4,1
271070125,7,4,3,3,5,4,1
271070130,7,4,3,3,5,4,1
271070135,7,4,3,3,5,4,1
271070140,7,4,3,3,5,4,1
271070145,7,4,3,3,5,4,1
271070150,7,4,3,3,5,4,1
271070155,7,4,3,3,5,4,1
271070160,7,4,3,3,5,4,1
271070165,7,4,3,3,5,4,4
271090005,1,6,6,6,6,0,2
271090010,1,6,6,6,6,0,6
271090011,1,6,6,6,6,0,6
271090012,1,6,6,6,6,0,6
271090013,1,6,6,6,6,0,6
271090015,1,6,6,6,6,0,6
271090020,1,6,6,6,6,0,6
271090025,1,6,6,6,6,0,6
271090030,1,6,6,6,6,0,6
271090035,1,6,6,6,6,0,6
271090040,1,6,6,6,6,0,6
271090045,1,6,6,6,6,0,6
271090050,1,6,6,6,6,0,6
271090055,1,6,6,6,6,0,6
271090060,1,6,6,6,6,0,2
271090065,1,6,6,6,6,0,6
271090066,1,6,6,6,6,0,6
271090070,1,6,6,6,6,0,2
271090075,1,6,6,6,6,0,6
271090080,1,6,6,6,6,0,6
271090085,1,6,6,6,6,0,6
271090088,1,6,6,6,6,0,6
271090090,1,6,6,6,6,0,6
271090095,1,6,6,6,6,0,6
271090096,1,6,6,6,6,0,6
271090098,1,6,6,6,6,0,6
271090100,1,6,6,6,6,0,6
271090102,1,6,6,6,6,0,6
271090104,1,6,6,6,6,0,6
271090106,1,6,6,6,6,0,6
271090108,1,6,6,6,6,0,6
271090110,1,6,6,6,6,0,6
271090112,1,6,6,6,6,0,6
271090114,1,6,6,6,6,0,6
271090116,1,6,6,6,6,0,6
271090118,1,6,6,6,6,0,6
271090122,1,6,6,6,6,0,6
271090124,1,6,6,6,6,0,6
271090126,1,6,6,6,6,0,6
271090128,1,6,6,6,6,0,6
271090130,1,6,6,6,6,0,6
271090132,1,6,6,6,6,0,6
271090134,1,6,6,6,6,0,6
271090136,1,6,6,6,6,0,6
271090140,1,6,6,6,6,0,6
271090142,1,6,6,6,6,0,6
271090144,1,6,6,6,6,0,6
271090146,1,6,6,6,6,0,6
271090148,1,6,6,6,6,0,6
271090150,1,6,6,6,6,0,6
271090152,1,6,6,6,6,0,6
271090154,1,6,6,6,6,0,6
271090156,1,6,6,6,6,0,6
271090158,1,6,6,6,6,0,6
271090160,1,6,6,6,6,0,6
271090162,1,6,6,6,6,0,6
271090164,1,6,6,6,6,0,6
271090166,1,6,6,6,6,0,6
271090168,1,6,6,6,6,0,6
271090170,1,6,6,6,6,0,6
271090172,1,6,6,6,6,0,6
271090174,1,6,6,6,6,0,6
271090176,1,6,6,6,6,0,6
271090178,1,6,6,6,6,0,6
271090180,1,6,6,6,6,0,6
271090182,1,6,6,6,6,0,6
271090184,1,6,6,6,6,0,6
271090186,1,6,6,6,6,0,6
271090194,1,6,6,6,6,0,6
271090196,1,6,6,6,6,0,6
271090198,1,6,6,6,6,0,6
271090200,1,6,6,6,6,0,6
271090202,1,6,6,6,6,0,6
271090204,1,6,6,6,6,0,6
271090206,1,6,6,6,6,0,6
271090208,1,6,6,6,6,0,6
271090210,1,6,6,6,6,0,6
271090211,1,6,6,6,6,0,6
271090212,1,6,6,6,6,0,6
271090213,1,6,6,6,6,0,6
271090215,1,6,6,6,6,0,6
271090220,1,6,6,6,6,0,2
271090225,1,6,6,6,6,0,6
271090230,1,6,6,6,6,0,6
271110005,7,4,4,3,5,1,4
271110010,7,4,4,3,5,1,4
271110015,7,4,4,3,5,1,4
271110020,7,4,4,3,5,1,4
271110025,7,4,4,3,5,4,4
271110030,7,4,4,3,5,4,4
271110035,7,4,4,3,5,4,4
271110040,7,4,4,3,5,1,4
271110045,7,4,4,3,5,4,4
271110050,7,4,4,3,5,4,4
271110055,7,4,4,3,5,1,4
271110060,7,4,4,3,5,1,4
271110065,7,4,4,3,5,1,4
271110070,7,4,4,3,5,1,4
271110075,7,4,4,3,5,4,4
271110080,7,4,4,3,5,1,4
271110085,7,4,4,3,5,1,4
271110090,7,4,4,3,5,4,4
271110095,7,4,4,3,5,1,4
271110100,7,4,4,3,5,1,4
271110105,7,4,4,3,5,4,4
271110110,7,4,4,3,5,4,4
271110115,7,4,4,3,5,4,4
271110120,7,4,4,3,5,1,4
271110125,7,4,4,3,5,1,4
271110130,7,4,4,3,5,4,4
271110135,7,4,4,3,5,1,4
271110140,7,4,4,3,5,1,4
271110145,7,4,4,3,5,1,4
271110150,7,4,4,3,5,1,4
271110155,7,4,4,3,5,4,4
271110160,7,4,4,3,5,4,4
271110165,7,4,4,3,5,1,4
271110170,7,4,4,3,5,1,4
271110175,7,4,4,3,5,1,4
271110180,7,4,4,3,5,1,4
271110185,7,4,4,3,5,1,4
271110186,7,4,4,3,5,1,4
271110190,7,4,4,3,5,1,4
271110195,7,4,4,3,5,1,4
271110200,7,4,4,3,5,1,4
271110205,7,4,4,3,5,1,4
271110210,7,4,4,3,5,1,4
271110215,7,4,4,3,5,1,4
271110220,7,4,4,3,5,1,4
271110225,7,4,4,3,5,1,4
271110230,7,4,4,3,5,4,4
271110235,7,4,4,3,5,1,4
271110240,7,4,4,3,5,1,4
271110245,7,4,4,3,5,4,4
271110250,7,4,4,3,5,4,4
271110255,7,4,4,3,5,1,4
271110260,7,4,4,3,5,1,4
271110265,7,4,4,3,5,1,4
271110270,7,4,4,3,5,4,4
271110275,7,4,4,3,5,1,4
271110280,7,4,4,3,5,4,4
271110285,7,4,4,3,5,4,4
271110290,7,4,4,3,5,4,4
271110295,7,4,4,3,5,1,4
271110300,7,4,4,3,5,4,4
271110305,7,4,4,3,5,1,4
271110310,7,4,4,3,5,1,4
271110315,7,4,4,3,5,1,4
271110320,7,4,4,3,5,1,4
271110325,7,4,4,3,5,1,4
271110330,7,4,4,3,5,4,4
271110335,7,4,4,3,5,4,4
271110340,7,4,4,3,5,1,4
271110345,7,4,4,3,5,1,4
271110350,7,4,4,3,5,4,4
271110355,7,4,4,3,5,4,4
271110360,7,4,4,3,5,4,4
271110365,7,4,4,3,5,4,4
271110370,7,4,4,3,5,4,4
271110375,7,4,4,3,5,4,4
271110380,7,4,4,3,5,4,4
271110385,7,4,4,3,5,4,4
271110390,7,4,4,3,5,1,4
271110395,7,4,4,3,5,4,4
271110400,7,4,4,3,5,4,4
271110405,7,4,4,3,5,1,4
271110410,7,4,4,3,5,1,4
271110415,7,4,4,3,5,4,4
271110420,7,4,4,3,5,1,4
271110425,7,4,4,3,5,1,4
271110430,7,4,4,3,5,1,4
271110435,7,4,4,3,5,4,4
271110440,7,4,4,3,5,1,4
271110445,7,4,4,3,5,1,4
271110450,7,4,4,3,5,1,4
271110455,7,4,4,3,5,1,4
271130005,7,4,3,3,4,4,1
271130010,7,4,3,3,4,4,1
271130015,7,4,3,3,4,4,1
271130020,7,4,3,3,4,4,1
271130025,7,4,3,3,4,4,1
271130030,7,4,3,3,4,4,1
271130035,7,4,3,3,4,4,1
271130040,7,4,3,3,4,4,1
271130045,7,4,3,3,4,4,1
271130050,7,4,3,3,4,4,1
271130055,7,4,3,3,4,4,1
271130060,7,4,3,3,4,4,1
271130065,7,4,3,3,4,4,1
271130070,7,4,3,3,4,4,1
271130075,7,4,3,3,4,4,1
271130080,7,4,3,3,4,4,1
271130085,7,4,3,3,4,4,1
271130090,7,4,3,3,4,4,1
271130095,7,4,3,3,4,4,1
271130100,7,4,3,3,4,4,1
271130105,7,4,3,3,4,4,1
271130110,7,4,3,3,4,4,1
271130115,7,4,3,3,4,4,1
271130120,7,4,3,3,4,4,1
271130125,7,4,3,3,4,4,1
271130135,7,4,3,3,4,4,1
271130150,7,4,3,3,4,4,1
271130155,7,4,3,3,4,4,1
271130165,7,4,3,3,4,4,1
271130180,7,4,3,3,4,4,1
271130195,7,4,3,3,4,4,1
271150005,8,2,2,7,4,2,1
271150010,8,2,2,7,4,2,1
271150015,8,2,2,7,4,2,1
271150020,8,2,2,7,4,2,1
271150025,8,2,2,7,4,2,1
271150030,8,2,2,7,4,2,7
271150035,8,2,2,7,4,2,7
271150040,8,2,2,7,4,2,7
271150045,8,2,2,7,4,2,1
271150050,8,2,2,7,4,2,1
271150055,8,2,2,7,4,2,7
271150060,8,2,2,7,4,2,1
271150065,8,2,2,7,4,2,1
271150070,8,2,2,7,4,2,1
271150075,8,2,2,7,4,2,1
271150080,8,2,2,7,4,2,1
271150085,8,2,2,7,4,2,1
271150090,8,2,2,7,4,2,1
271150095,8,2,2,7,4,2,1
271150100,8,2,2,7,4,2,7
271150105,8,2,2,7,4,2,1
271150110,8,2,2,7,4,2,1
271150115,8,2,2,7,4,2,1
271150120,8,2,2,7,4,2,1
271150125,8,2,2,7,4,2,1
271150135,8,2,2,7,4,2,1
271150140,8,2,2,7,4,2,1
271150145,8,2,2,7,4,2,1
271150150,8,2,2,7,4,2,1
271150155,8,2,2,7,4,2,1
271150160,8,2,2,7,4,2,1
271150165,8,2,2,7,4,2,1
271150170,8,2,2,7,4,2,1
271150175,8,2,2,7,4,2,7
