VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6
270970250,7,1,2,1,2,3,3
270990005,1,6,4,3,3,1,2
270990010,1,6,4,3,3,1,2
270990015,1,6,4,3,3,1,2
270990020,1,6,4,3,3,1,2
270990025,1,6,4,3,3,1,2
270990030,1,6,4,3,3,1,2
270990035,1,6,4,3,3,1,2
270990050,1,6,4,3,3,1,2
270990055,1,6,4,3,3,1,2
270990070,1,6,4,3,3,1,2
270990075,1,6,4,3,3,1,2
270990080,1,6,4,3,3,1,2
270990085,1,6,4,3,3,1,2
270990090,1,6,4,3,3,1,2
270990095,1,6,4,3,3,1,2
270990100,1,6,4,3,3,1,2
270990105,1,6,4,3,3,1,2
270990110,1,6,4,3,3,1,2
270990115,1,6,4,3,3,1,2
270990120,1,6,4,3,3,1,2
270990125,1,6,4,3,3,1,2
270990130,1,6,4,3,3,1,2
270990135,1,6,4,3,3,1,2
270990140,1,6,4,3,3,1,2
270990145,1,6,4,3,3,1,2
270990150,1,6,4,3,3,1,2
270990155,1,6,4,3,3,1,2
270990160,1,6,4,3,3,1,2
270990165,1,6,4,3,3,1,8
270990170,1,6,4,3,3,1,8
270990175,1,6,4,3,3,1,8
270990180,1,6,4,3,3,1,2
270990185,1,6,4,3,3,1,2
270990190,1,6,4,3,3,1,2
270990195,1,6,4,3,3,1,2
270990200,1,6,4,3,3,1,2
270990205,1,6,4,3,3,1,2
270990210,1,6,4,3,3,1,2
270990215,1,6,4,3,3,1,2
270990220,1,6,4,3,3,1,2
271010005,7,7,3,2,7,1,7
271010010,7,7,3,2,7,1,7
271010015,7,7,3,2,7,1,7
271010020,7,7,3,2,7,1,7
271010025,7,7,3,2,7,1,7
271010030,7,7,3,2,7,1,7
271010035,7,7,3,2,7,1,7
271010040,7,7,3,2,7,1,7
271010045,7,7,3,2,7,1,7
271010046,7,7,3,2,7,1,7
271010050,7,7,3,2,7,1,7
271010055,7,7,3,2,7,1,7
271010060,7,7,3,2,7,1,7
271010065,7,7,3,2,7,1,7
271010070,7,7,3,2,7,1,7
271010075,7,7,3,2,7,1,7
271010080,7,7,3,2,7,1,7
271010085,7,7,3,2,7,1,7
271010090,7,7,3,2,7,1,7
271010095,7,7,3,2,7,1,7
271010100,7,7,3,2,7,1,7
271010105,7,7,3,2,7,1,7
271010110,7,7,3,2,7,1,7
271010115,7,7,3,2,7,1,7
271010120,7,7,3,2,7,1,7
271010125,7,7,3,2,7,1,7
271010130,7,7,3,2,7,1,7
271010135,7,7,3,2,7,1,7
271010140,7,7,3,2,7,1,7
271030005,1,7,4,3,3,1,2
271030010,1,7,4,3,3,3,7
271030015,1,7,4,3,3,1,2
271030020,1,7,4,3,3,1,2
271030025,1,7,4,3,3,1,2
271030030,1,7,4,3,3,1,2
271030035,1,7,4,3,3,3,7
271030040,1,7,4,3,3,3,7
271030045,1,7,4,3,3,3,2
271030050,1,7,4,3,3,1,2
271030055,1,7,4,3,3,3,7
271030060,1,7,4,3,3,1,2
271030065,1,7,4,3,3,1,2
271030070,1,7,4,3,3,1,2
271030075,1,7,4,3,3,1,2
271030080,1,7,4,3,3,1,2
271030085,1,7,4,3,3,1,2
271030090,1,7,4,3,3,1,2
271030095,1,7,4,3,3,1,2
271030100,1,7,4,3,3,1,2
271030110,1,7,4,3,3,1,2
271030115,1,7,4,3,3,3,7
271030120,1,7,4,3,3,1,2
271030125,1,7,4,3,3,1,2
271030130,1,7,4,3,3,1,2
271030135,1,7,4,3,3,1,2
271030140,1,7,4,3,3,1,2
271030145,1,7,4,3,3,3,7
271050005,1,7,3,3,7,1,7
271050010,1,7,3,3,7,1,7
271050015,1,7,3,3,7,1,7
271050020,1,7,3,3,7,1,7
271050025,1,7,3,3,7,1,2
271050030,1,7,3,3,7,1,7
271050035,1,7,3,3,7,1,7
271050040,1,7,3,3,7,1,7
271050045,1,7,3,3,7,1,7
271050050,1,7,3,3,7,1,7
271050055,1,7,3,3,7,1,7
271050060,1,7,3,3,7,1,2
271050065,1,7,3,3,7,1,7
271050070,1,7,3,3,7,1,7
271050075,1,7,3,3,7,1,7
271050080,1,7,3,3,7,1,7
271050085,1,7,3,3,7,1,7
271050090,1,7,3,3,7,1,7
271050095,1,7,3,3,7,1,7
271050100,1,7,3,3,7,1,2
271050105,1,7,3,3,7,1,7
271050110,1,7,3,3,7,1,7
271050115,1,7,3,3,7,1,7
271050120,1,7,3,3,7,1,7
271050125,1,7,3,3,7,1,7
271050130,1,7,3,3,7,1,7
271050135,1,7,3,3,7,1,7
271050140,1,7,3,3,7,1,7
271050145,1,7,3,3,7,1,7
271050150,1,7,3,3,7,1,7
271050155,1,7,3,3,7,1,7
271050160,1,7,3,3,7,1,7
271050165,1,7,3,3,7,1,7
271050166,1,7,3,3,7,1,7
271050170,1,7,3,3,7,1,7
271050175,1,7,3,3,7,1,7
271050180,1,7,3,3,7,1,7
271050185,1,7,3,3,7,1,7
271050186,1,7,3,3,7,1,7
271050190,1,7,3,3,7,1,7
271070005,7,1,3,1,1,2,1
271070010,7,1,3,1,1,2,1
271070015,7,1,3,1,1,2,1
271070020,7,1,3,1,1,2,1
271070025,7,1,3,1,1,2,1
271070030,7,1,3,1,1,2,1
271070035,7,1,3,1,1,2,1
271070040,7,1,3,1,1,2,1
271070045,7,1,3,1,1,2,1
271070050,7,1,3,1,1,2,1
271070055,7,1,3,1,1,2,1
271070060,7,1,3,1,1,2,1
271070065,7,1,3,1,1,2,1
271070070,7,1,3,1,1,2,1
271070075,7,1,3,1,1,2,1
271070080,7,1,3,1,1,2,1
271070085,7,1,3,1,1,2,1
271070090,7,1,3,1,1,2,1
271070095,7,1,3,1,1,2,1
271070100,7,1,3,1,1,2,1
271070105,7,1,3,1,1,2,1
271070110,7,1,3,1,1,2,1
271070115,7,1,3,1,1,2,1
271070120,7,1,3,1,1,2,1
271070125,7,1,3,1,1,2,1
271070130,7,1,3,1,1,2,1
271070135,7,1,3,1,1,2,1
271070140,7,1,3,1,1,2,1
271070145,7,1,3,1,1,2,1
271070150,7,1,3,1,1,2,1
271070155,7,1,3,1,1,2,1
271070160,7,1,3,1,1,2,1
271070165,7,1,3,1,1,2,1
271090005,1,6,4,3,3,1,8
271090010,1,6,4,3,3,1,8
271090011,1,6,4,3,3,1,8
271090012,1,6,4,3,3,1,8
271090013,1,6,4,3,3,1,8
271090015,1,6,4,3,3,1,8
271090020,1,6,4,3,3,1,8
271090025,1,6,4,3,3,1,8
271090030,1,6,4,3,3,1,8
271090035,1,6,4,3,3,1,8
271090040,1,6,4,3,3,1,8
271090045,1,6,4,3,3,1,8
271090050,1,6,4,3,3,1,8
271090055,1,6,4,3,3,1,8
271090060,1,6,4,3,3,1,8
271090065,1,6,4,3,3,1,8
271090066,1,6,4,3,3,1,8
271090070,1,6,4,3,3,1,8
271090075,1,6,4,3,3,1,8
271090080,1,6,4,3,3,1,8
271090085,1,6,4,3,3,1,8
271090088,1,6,4,3,3,1,8
271090090,1,6,4,3,3,1,8
271090095,1,6,4,3,3,1,8
271090096,1,6,4,3,3,1,8
271090098,1,6,4,3,3,1,8
271090100,1,6,4,3,3,1,8
271090102,1,6,4,3,3,1,8
271090104,1,6,4,3,3,1,8
271090106,1,6,4,3,3,1,8
271090108,1,6,4,3,3,1,8
271090110,1,6,4,3,3,1,8
271090112,1,6,4,3,3,1,8
271090114,1,6,4,3,3,1,8
271090116,1,6,4,3,3,1,8
271090118,1,6,4,3,3,1,8
271090122,1,6,4,3,3,1,8
271090124,1,6,4,3,3,1,8
271090126,1,6,4,3,3,1,8
271090128,1,6,4,3,3,1,8
271090130,1,6,4,3,3,1,8
271090132,1,6,4,3,3,1,8
271090134,1,6,4,3,3,1,8
271090136,1,6,4,3,3,1,8
271090140,1,6,4,3,3,1,8
271090142,1,6,4,3,3,1,8
271090144,1,6,4,3,3,1,8
271090146,1,6,4,3,3,1,8
271090148,1,6,4,3,3,1,8
271090150,1,6,4,3,3,1,8
271090152,1,6,4,3,3,1,8
271090154,1,6,4,3,3,1,8
271090156,1,6,4,3,3,1,8
271090158,1,6,4,3,3,1,8
271090160,1,6,4,3,3,1,8
271090162,1,6,4,3,3,1,8
271090164,1,6,4,3,3,1,8
271090166,1,6,4,3,3,1,8
271090168,1,6,4,3,3,1,8
271090170,1,6,4,3,3,1,8
271090172,1,6,4,3,3,1,8
271090174,1,6,4,3,3,1,8
271090176,1,6,4,3,3,1,8
271090178,1,6,4,3,3,1,8
271090180,1,6,4,3,3,1,8
271090182,1,6,4,3,3,1,8
271090184,1,6,4,3,3,1,8
271090186,1,6,4,3,3,1,8
271090194,1,6,4,3,3,1,8
271090196,1,6,4,3,3,1,8
271090198,1,6,4,3,3,1,8
271090200,1,6,4,3,3,1,8
271090202,1,6,4,3,3,1,8
271090204,1,6,4,3,3,1,8
271090206,1,6,4,3,3,1,8
271090208,1,6,4,3,3,1,8
271090210,1,6,4,3,3,1,8
271090211,1,6,4,3,3,1,8
271090212,1,6,4,3,3,1,8
271090213,1,6,4,3,3,1,8
271090215,1,6,4,3,3,1,8
271090220,1,6,4,3,3,1,8
271090225,1,6,4,3,3,1,8
271090230,1,6,4,3,3,1,8
271110005,7,3,3,2,1,3,7
271110010,7,3,3,2,1,2,7
271110015,7,3,3,2,1,3,7
271110020,7,3,3,2,1,3,7
271110025,7,3,3,2,1,2,7
271110030,7,3,3,2,1,2,7
271110035,7,3,3,2,1,2,7
271110040,7,3,3,2,1,3,7
271110045,7,3,3,2,1,2,1
271110050,7,3,3,2,1,2,7
271110055,7,3,3,2,1,3,7
271110060,7,3,3,2,1,3,7
271110065,7,3,3,2,1,3,7
271110070,7,3,3,2,1,2,7
271110075,7,3,3,2,1,2,1
271110080,7,3,3,2,1,3,7
271110085,7,3,3,2,1,3,7
271110090,7,3,3,2,1,2,7
271110095,7,3,3,2,1,2,1
271110100,7,3,3,2,1,2,1
271110105,7,3,3,2,1,2,7
271110110,7,3,3,2,1,2,7
271110115,7,3,3,2,1,2,7
271110120,7,3,3,2,1,3,7
271110125,7,3,3,2,1,3,1
271110130,7,3,3,2,1,2,7
271110135,7,3,3,2,1,3,7
271110140,7,3,3,2,1,2,7
271110145,7,3,3,2,1,2,7
271110150,7,3,3,2,1,3,7
271110155,7,3,3,2,1,2,7
271110160,7,3,3,2,1,2,7
271110165,7,3,3,2,1,3,7
271110170,7,3,3,2,1,3,7
271110175,7,3,3,2,1,3,7
271110180,7,3,3,2,1,3,7
271110185,7,3,3,2,1,3,7
271110186,7,3,3,2,1,3,7
271110190,7,3,3,2,1,3,7
271110195,7,3,3,2,1,3,7
271110200,7,3,3,2,1,3,7
271110205,7,3,3,2,1,3,7
271110210,7,3,3,2,1,3,7
271110215,7,3,3,2,1,3,7
271110220,7,3,3,2,1,2,7
271110225,7,3,3,2,1,3,7
271110230,7,3,3,2,1,2,1
271110235,7,3,3,2,1,3,7
271110240,7,3,3,2,1,3,7
271110245,7,3,3,2,1,2,7
271110250,7,3,3,2,1,2,1
271110255,7,3,3,2,1,3,7
271110260,7,3,3,2,1,2,7
271110265,7,3,3,2,1,3,7
271110270,7,3,3,2,1,2,7
271110275,7,3,3,2,1,2,7
271110280,7,3,3,2,1,2,7
271110285,7,3,3,2,1,2,1
271110290,7,3,3,2,1,2,1
271110295,7,3,3,2,1,3,7
271110300,7,3,3,2,1,2,7
271110305,7,3,3,2,1,3,7
271110310,7,3,3,2,1,3,7
271110315,7,3,3,2,1,2,7
271110320,7,3,3,2,1,2,7
271110325,7,3,3,2,1,2,7
271110330,7,3,3,2,1,2,1
271110335,7,3,3,2,1,2,1
271110340,7,3,3,2,1,3,7
271110345,7,3,3,2,1,3,7
271110350,7,3,3,2,1,2,7
271110355,7,3,3,2,1,2,7
271110360,7,3,3,2,1,2,1
271110365,7,3,3,2,1,2,1
271110370,7,3,3,2,1,2,1
271110375,7,3,3,2,1,2,1
271110380,7,3,3,2,1,2,7
271110385,7,3,3,2,1,2,1
271110390,7,3,3,2,1,3,7
271110395,7,3,3,2,1,2,7
271110400,7,3,3,2,1,2,7
271110405,7,3,3,2,1,3,7
271110410,7,3,3,2,1,3,7
271110415,7,3,3,2,1,2,7
271110420,7,3,3,2,1,3,7
271110425,7,3,3,2,1,3,7
271110430,7,3,3,2,1,3,7
271110435,7,3,3,2,1,2,7
271110440,7,3,3,2,1,3,7
271110445,7,3,3,2,1,2,7
271110450,7,3,3,2,1,3,7
271110455,7,3,3,2,1,3,7
271130005,7,1,3,1,1,2,1
271130010,7,1,3,1,1,2,1
271130015,7,1,3,1,1,2,1
271130020,7,1,3,1,1,2,1
271130025,7,1,3,1,1,2,1
271130030,7,1,3,1,1,2,1
271130035,7,1,3,1,1,2,1
271130040,7,1,3,1,1,2,1
271130045,7,1,3,1,1,2,1
271130050,7,1,3,1,1,2,1
271130055,7,1,3,1,1,2,1
271130060,7,1,3,1,1,2,1
271130065,7,1,3,1,1,2,1
271130070,7,1,3,1,1,2,1
271130075,7,1,3,1,1,2,1
271130080,7,1,3,1,1,2,1
271130085,7,1,3,1,1,2,1
271130090,7,1,3,1,1,2,1
271130095,7,1,3,1,1,2,1
271130100,7,1,3,1,1,2,1
271130105,7,1,3,1,1,2,1
271130110,7,1,3,1,1,2,1
271130115,7,1,3,1,1,2,1
271130120,7,1,3,1,1,2,1
271130125,7,1,3,1,1,2,1
271130135,7,1,3,1,1,2,1
271130150,7,1,3,1,1,2,1
271130155,7,1,3,1,1,2,1
271130165,7,1,3,1,1,2,1
271130180,7,1,3,1,1,2,1
271130195,7,1,3,1,1,2,1
271150005,8,2,1,1,2,4,4
271150010,8,2,1,1,2,4,4
271150015,8,2,1,1,2,4,4
271150020,8,2,1,1,2,4,4
271150025,8,2,1,1,2,4,4
271150030,8,2,1,1,2,4,4
271150035,8,2,1,1,2,4,4
271150040,8,2,1,1,2,4,4
271150045,8,2,1,1,2,4,4
271150050,8,2,1,1,2,4,4
271150055,8,2,1,1,2,4,4
271150060,8,2,1,1,2,4,4
271150065,8,2,1,1,2,4,4
271150070,8,2,1,1,2,4,4
271150075,8,2,1,1,2,4,4
271150080,8,2,1,1,2,4,4
271150085,8,2,1,1,2,4,4
271150090,8,2,1,1,2,4,4
271150095,8,2,1,1,2,4,4
271150100,8,2,1,1,2,4,4
271150105,8,2,1,1,2,4,4
271150110,8,2,1,1,2,4,4
271150115,8,2,1,1,2,2,4
271150120,8,2,1,1,2,2,4
271150125,8,2,1,1,2,4,4
271150135,8,2,1,1,2,4,4
271150140,8,2,1,1,2,4,4
271150145,8,2,1,1,2,4,4
271150150,8,2,1,1,2,2,4
271150155,8,2,1,1,2,4,4
271150160,8,2,1,1,2,4,4
271150165,8,2,1,1,2,4,4
271150170,8,2,1,1,2,4,4
271150175,8,2,1,1,2,4,4
271150185,8,2,1,1,2,4,4
271150190,8,2,1,1,2,4,4
271150195,8,2,1,1,2,4,4
271150200,8,2,1,1,2,4,4
271150205,8,2,1,1,2,4,4
271150207,8,2,1,1,2,4,4
271150210,8,2,1,1,2,4,4
271150215,8,2,1,1,2,4,4
271150221,8,2,1,1,2,4,4
271150225,8,2,1,1,2,4,4
271150230,8,2,1,1,2,4,4
271150235,8,2,1,1,2,4,4
271150240,8,2,1,1,2,4,4
271170005,7,7,3,2,7,1,7
271170010,7,7,3,2,7,1,7
271170015,7,7,3,2,7,1,7
271170020,7,7,3,2,7,1,7
271170025,7,7,3,2,7,1,7
271170030,7,7,3,2,7,1,7
271170035,7,7,3,2,7,1,7
271170040,7,7,3,2,7,1,7
271170045,7,7,3,2,7,1,7
271170050,7,7,3,2,7,1,7
271170055,7,7,3,2,7,1,7
271170060,7,7,3,2,7,1,7
271170065,7,7,3,2,7,1,7
271170070,7,7,3,2,7,1,7
271170075,7,7,3,2,7,1,7
271170080,7,7,3,2,7,1,7
271170100,7,7,3,2,7,1,7
271170105,7,7,3,2,7,1,7
271170110,7,7,3,2,7,1,7
271170115,7,7,3,2,7,1,7
271170120,7,7,3,2,7,1,7
271170125,7,7,3,2,7,1,7
271190005,7,1,3,1,1,2,1
271190010,7,1,3,1,1,2,1
271190015,7,1,3,1,1,2,1
271190020,7,1,3,1,1,2,1
271190025,7,1,3,1,1,2,1
271190030,7,1,3,1,1,2,1
271190035,7,1,3,1,1,2,1
271190040,7,1,3,1,1,2,1
271190045,7,1,3,1,1,2,1
271190050,7,1,3,1,1,2,1
271190055,7,1,3,1,1,2,1
271190060,7,1,3,1,1,2,1
271190065,7,1,3,1,1,2,1
271190070,7,1,3,1,1,2,1
271190075,7,1,3,1,1,2,1
271190080,7,1,3,1,1,2,1
271190085,7,1,3,1,1,2,1
271190090,7,1,3,1,1,2,1
271190105,7,1,3,1,1,2,1
271190110,7,1,3,1,1,2,1
271190120,7,1,3,1,1,2,1
271190130,7,1,3,1,1,2,1
271190140,7,1,3,1,1,2,1
271190150,7,1,3,1,1,2,1
271190160,7,1,3,1,1,2,1
271190165,7,1,3,1,1,2,1
271190170,7,1,3,1,1,2,1
271190175,7,1,3,1,1,2,1
271190180,7,1,3,1,1,2,1
271190185,7,1,3,1,1,2,1
271190190,7,1,3,1,1,2,1
271190195,7,1,3,1,1,2,1
271190200,7,1,3,1,1,2,1
271190205,7,1,3,1,1,2,1
271190210,7,1,3,1,1,2,1
271190220,7,1,3,1,1,2,1
271190225,7,1,3,1,1,2,1
271190230,7,1,3,1,1,2,1
271190235,7,1,3,1,1,2,1
271190240,7,1,3,1,1,2,1
271190245,7,1,3,1,1,2,1
271190250,7,1,3,1,1,2,1
271190255,7,1,3,1,1,2,1
271190260,7,1,3,1,1,2,1
271190265,7,1,3,1,1,2,1
271190270,7,1,3,1,1,2,1
271190275,7,1,3,1,1,2,1
271190280,7,1,3,1,1,2,1
271190285,7,1,3,1,1,2,1
271190290,7,1,3,1,1,2,1
271190295,7,1,3,1,1,2,1
271190300,7,1,3,1,1,2,1
271190305,7,1,3,1,1,2,1
271190310,7,1,3,1,1,2,1
271190315,7,1,3,1,1,2,1
271190320,7,1,3,1,1,2,1
271190325,7,1,3,1,1,2,1
271190330,7,1,3,1,1,2,1
271190335,7,1,3,1,1,2,1
271190340,7,1,3,1,1,2,1
271190345,7,1,3,1,1,2,1
271190350,7,1,3,1,1,2,1
271190355,7,1,3,1,1,2,1
271190360,7,1,3,1,1,2,1
271190365,7,1,3,1,1,2,1
271190370,7,1,3,1,1,2,1
271190375,7,1,3,1,1,2,1
271190380,7,1,3,1,1,2,1
271190385,7,1,3,1,1,2,1
271190390,7,1,3,1,1,2,1
271190395,7,1,3,1,1,2,1
271190400,7,1,3,1,1,2,1
271190405,7,1,3,1,1,2,1
271190410,7,1,3,1,1,2,1
271190415,7,1,3,1,1,2,1
271190420,7,1,3,1,1,2,1
271190430,7,1,3,1,1,2,1
271190435,7,1,3,1,1,2,1
271190440,7,1,3,1,1,2,1
271190445,7,1,3,1,1,2,1
271190450,7,1,3,1,1,2,1
271190455,7,1,3,1,1,2,1
271210005,7,3,3,2,2,3,7
271210010,7,3,3,2,2,3,7
271210015,7,3,3,2,2,3,1
271210020,7,3,3,2,2,3,7
271210022,7,3,3,2,2,3,7
271210025,7,3,3,2,2,3,7
271210030,7,3,3,2,2,3,7
271210035,7,3,3,2,2,3,1
271210040,7,3,3,2,2,3,7
271210045,7,3,3,2,2,3,1
271210050,7,3,3,2,2,3,1
271210055,7,3,3,2,2,3,1
271210060,7,3,3,2,2,3,1
271210065,7,3,3,2,2,3,7
271210070,7,3,3,2,2,3,7
271210075,7,3,3,2,2,3,7
271210080,7,3,3,2,2,3,1
271210085,7,3,3,2,2,3,1
271210090,7,3,3,2,2,3,1
271210095,7,3,3,2,2,3,1
271210100,7,3,3,2,2,3,7
271210105,7,3,3,2,2,3,7
271210110,7,3,3,2,2,3,1
271210115,7,3,3,2,2,3,7
271210120,7,3,3,2,2,3,7
271210125,7,3,3,2,2,3,1
271210130,7,3,3,2,2,3,1
271210135,7,3,3,2,2,3,7
271210140,7,3,3,2,2,3,1
271210145,7,3,3,2,2,3,1
271210150,7,3,3,2,2,3,1
271230010,4,4,6,6,5,8,6
271230020,4,4,6,6,5,8,6
271230030,4,4,6,6,5,8,6
271230050,4,4,6,6,5,8,4
271230060,4,4,6,4,5,8,5
271230070,4,4,6,6,5,8,5
271230080,4,4,6,6,5,8,4
271230090,4,4,6,4,5,8,5
271230100,4,4,6,6,5,8,6
271230110,4,4,6,6,5,8,6
271230120,4,4,6,6,5,8,6
271230130,4,4,6,6,5,8,6
271230140,4,4,6,6,5,8,6
271230150,4,4,6,6,5,8,6
271230160,4,4,6,6,5,8,6
271230170,4,4,6,6,5,8,6
271230180,4,4,6,6,5,8,6
271230190,4,4,6,6,5,8,6
271230200,4,4,6,6,5,8,6
271230210,4,4,6,6,5,8,6
271230220,4,4,6,6,5,8,6
271230230,4,4,6,6,5,8,6
271230240,4,4,5,6,5,8,4
271230250,4,4,5,6,5,8,8
271230290,4,4,6,6,5,7,6
271230300,4,4,6,6,5,8,4
271230310,4,4,6,6,5,7,6
271230320,4,4,6,6,5,8,6
271230330,4,4,6,6,5,8,5
271230335,4,4,6,6,5,8,6
271230340,4,4,6,6,5,8,6
271230345,4,4,6,6,5,8,6
271230350,4,4,6,6,5,8,6
271230355,4,4,6,6,5,7,6
271230360,4,4,6,6,5,8,6
271230365,4,4,6,6,5,7,6
271230370,4,4,6,6,5,8,4
271230380,4,4,6,6,5,8,4
271230390,4,4,6,6,5,8,6
271230400,4,4,6,6,5,8,6
271230410,4,4,6,6,5,8,6
271230420,4,4,6,6,5,8,6
271230430,4,4,6,6,5,8,5
271230440,4,4,6,6,5,8,6
271230450,4,4,6,6,5,8,6
271230460,4,4,6,6,5,8,6
271230470,4,4,6,6,5,8,5
271230480,4,4,6,6,5,8,6
271230490,4,4,6,6,5,8,5
271230500,4,4,6,6,5,8,6
271230510,4,4,6,6,5,8,6
271230520,4,4,6,6,5,8,5
271230530,5,4,6,6,5,8,6
271230540,4,4,6,4,5,8,8
271230550,4,4,6,4,5,8,5
271230560,4,4,6,4,5,8,5
271230570,4,4,6,4,5,8,5
271230580,4,4,6,4,5,8,5
271230590,4,4,6,4,5,8,8
271230600,4,4,6,4,5,8,8
271230610,4,4,6,4,5,8,8
271230620,4,4,6,4,5,8,5
271230630,4,4,6,4,5,8,5
271230640,4,4,6,4,5,8,5
271230650,4,4,6,4,5,8,8
271230660,4,4,6,4,5,8,8
271230670,4,4,6,4,5,8,5
271230675,4,4,6,4,5,8,5
271230678,4,4,6,4,5,8,5
271230680,4,4,6,4,5,8,8
271230690,4,4,6,4,5,8,8
271230700,4,4,6,4,5,8,5
271230710,4,4,6,4,5,8,8
271230720,4,4,6,4,5,8,5
271230730,4,4,5,4,5,8,5
271230740,4,4,6,4,5,8,8
271230750,4,4,6,4,5,8,8
271230760,4,4,6,4,5,8,8
271230770,4,4,6,4,5,8,8
271230780,4,4,5,4,5,8,8
271230790,4,4,5,4,5,8,5
271230800,4,4,5,4,5,8,8
271230810,4,4,5,4,5,8,5
271230820,4,4,5,4,5,8,8
271230840,4,4,5,4,5,8,5
271230850,4,4,5,4,5,8,5
271230860,4,4,5,4,5,8,5
271230870,4,4,5,4,5,8,5
271230880,4,4,5,4,5,5,5
271230890,4,4,5,4,5,8,5
271230900,4,4,5,4,5,8,5
271230910,4,4,5,4,5,8,5
271230920,4,4,5,4,5,8,5
271230930,4,4,5,4,5,8,5
271230940,4,4,5,4,5,8,5
271230950,4,4,5,4,5,8,8
271230960,4,4,5,4,5,8,5
271230970,4,4,5,4,5,8,5
271231000,4,4,6,4,5,8,5
271231010,4,4,6,4,5,8,5
271231020,4,4,6,4,5,8,5
271231030,4,4,6,4,5,8,5
271231040,4,4,6,4,5,8,5
271231050,4,4,6,4,5,8,5
271231060,4,4,5,4,5,8,5
271231070,4,4,6,4,5,8,5
271231080,4,4,6,4,5,8,5
271231090,4,4,6,4,5,8,5
271231100,4,4,6,4,5,8,5
271231110,4,4,6,4,5,8,5
271231120,4,4,6,4,5,8,5
271231130,4,4,6,4,5,8,5
271231140,4,4,6,4,5,8,5
271231160,4,4,6,6,5,8,5
271231170,4,4,6,6,5,8,5
271231180,4,4,6,4,5,8,5
271231190,4,4,6,6,5,8,5
271231200,4,4,6,6,5,8,6
271231210,4,4,6,4,5,8,5
271231220,4,4,6,4,5,8,6
271231230,4,4,6,6,5,8,6
271231240,4,4,6,6,5,8,5
271231250,4,4,6,4,5,8,5
271231290,4,4,6,6,5,8,5
271231300,4,4,6,6,5,8,6
271231310,4,4,6,6,5,8,6
271231320,4,4,6,6,5,8,6
271231330,4,4,6,6,5,8,6
271231340,4,4,6,6,5,8,8
271231350,4,4,6,6,5,8,5
271231360,4,4,6,6,5,8,6
271231370,4,4,6,6,5,8,6
271231380,4,4,6,6,5,8,6
271231390,4,4,6,6,5,8,6
271231400,4,4,6,6,5,8,6
271231430,4,4,5,4,5,8,8
271231440,4,4,6,6,5,8,6
271231450,4,4,5,6,5,8,6
271231460,4,4,5,4,5,8,6
271231470,4,4,5,4,5,8,8
271231480,4,4,6,6,5,8,6
271231490,4,4,5,6,5,8,6
271231500,4,4,5,6,5,8,6
271231510,4,4,6,6,5,8,6
271231520,4,4,6,6,5,8,6
271231530,4,4,5,6,5,8,6
271231540,4,4,5,6,5,8,4
271231550,4,4,5,6,5,8,8
271231580,4,4,6,6,5,8,6
271231600,4,4,6,6,5,8,6
271231610,4,4,6,6,5,8,4
271231620,4,4,6,6,5,8,4
271231630,4,4,6,6,5,8,4
271231640,4,4,6,6,5,8,4
271231650,4,4,6,6,5,7,6
271231660,4,4,6,6,5,8,4
271231670,4,4,6,6,5,8,6
271231680,4,4,6,6,5,8,6
271231690,4,4,6,6,5,8,6
271231700,4,4,6,6,5,8,4
271231710,4,4,6,6,5,8,4
271231720,4,4,6,6,5,8,4
271231730,4,4,6,6,5,8,6
271231740,4,4,6,6,5,8,4
271231750,4,4,6,6,5,8,4
271231760,4,4,6,6,5,8,6
271231765,4,4,6,6,5,8,6
271231770,4,4,6,6,5,8,6
271231780,4,4,6,6,5,8,4
271250005,7,1,3,1,1,2,1
271250010,7,1,3,1,1,2,1
271250015,7,1,3,1,1,2,1
271250020,7,1,3,1,1,2,1
271250025,7,1,3,1,1,2,1
271250030,7,1,3,1,1,2,1
271250035,7,1,3,1,1,2,1
271250040,7,1,3,1,1,2,1
271250045,7,1,3,1,1,2,1
271250050,7,1,3,1,1,2,1
271250055,7,1,3,1,1,2,1
271250060,7,1,3,1,1,2,1
271250065,7,1,3,1,1,2,1
271250070,7,1,3,1,1,2,1
271250075,7,1,3,1,1,2,1
271250080,7,1,3,1,1,2,1
271250085,7,1,3,1,1,2,1
271250087,7,1,3,1,1,2,1
271250090,7,1,3,1,1,2,1
271250095,7,1,3,1,1,2,1
271250100,7,1,3,1,1,2,1
271270005,7,7,3,2,7,3,7
271270010,7,7,3,2,7,3,2
271270015,7,7,3,2,7,1,7
271270020,7,7,3,2,7,3,7
271270025,7,7,3,2,7,3,7
271270030,7,7,3,2,7,3,7
271270035,7,7,3,2,7,3,7
271270040,7,7,3,2,7,3,7
271270045,7,7,3,2,7,3,7
271270050,7,7,3,2,7,3,7
271270055,7,7,3,2,7,3,7
271270060,7,7,3,2,7,1,7
271270065,7,7,3,2,7,1,7
271270070,7,7,3,2,7,3,7
271270075,7,7,3,2,7,3,7
271270080,7,7,3,2,7,3,7
271270085,7,7,3,2,7,3,7
271270090,7,7,3,2,7,3,7
271270095,7,7,3,2,7,1,7
271270105,7,7,3,2,7,3,7
271270110,7,7,3,2,7,3,7
271270115,7,7,3,2,7,3,7
271270120,7,7,3,2,7,3,7
271270125,7,7,3,2,7,3,7
271270130,7,7,3,2,7,1,7
